video_id,channelTitle,title,description,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,caption
hioOf9GjZWg,小高姐的 Magic Ingredients,那不勒斯披萨  How to Make Neapolitan Pizza at Home,"家庭制作那不勒斯披萨最大的挑战是烤箱的温度。专业烤箱或者是传统石头烤箱的温度可以非常高，但是家庭烤箱的温度设置是有上限的。通过把石头放在烤箱的上层，同时利用烤箱的炙烤功能（broiler），进一步提高烤箱的温度，这样就大幅度缩短了烤炙时间。整个披萨从生到熟只需要2分半钟！超高温短时间烘焙才能烤出那不勒斯披萨特有的味道！

那不勒斯披萨食谱：
可以做4个那不勒斯披萨
面团：
第一天:
高筋面粉或者披萨专用粉：400克
水：400克
酵母：1/4 小勺

第二天：
高筋面粉或者披萨专用粉：200克
盐：15克

披萨配料：
意大利西红柿 
新鲜马苏里拉奶酪
罗勒叶
橄榄油
帕玛森奶酪
盐和黑胡椒

Neapolitan Pizza ingredients:
Dough:
The first day:
bread flour or pizza flour: 400g
Water: 400g
Yeast: 1/4 tsp

The second day: 
Bread flour or pizza flour: 200g
Salt: 15g

Toppings
San Marzano tomatoes
Fresh mozzarella cheese 
Basil
Olive oil
Parmesan cheese
Salt and pepper

背景音乐：Forgetting You by Autumn Cheek

披萨, 披萨做法, 意大利披萨, 那不勒斯披萨, pizza Napoletana, Neapolitan pizza,
Pizza,",2022-05-18T23:59:02Z,221047,7891,,531,PT5M43S,true
8r2DWmbe358,小高姐的 Magic Ingredients,薄如纸 细如丝 手工长寿面,"最近陆陆续续给孩子们过生日，每个人要求不同的蛋糕。突然想起来以前没有蛋糕的时候，过生日会吃到一碗细细长长的汤面条，上面还会有个美味的荷包蛋。我们今天就来做长寿面吧。

长寿面食谱：
面条：
高筋面粉：200克
碱面：1/8 小勺
盐：1/4 小勺
水：85克

汤底：
虾皮，紫菜，榨菜，香菜，葱花，盐，热油，生抽，香油和花椒粉。
鸡蛋
肉汤或者清汤加鸡精

Birthday Noodle Soup Ingredients
Noodles,
Bread flour: 200g
Soda ash: 1/8 tsp
Salt: 1/4 tsp
Water: 85g

Soup base:
Dried small shrimp, seaweed, pickled mustard roots, cilantro, green onions, salt, hot oil, soy sauce, sesame oil and white pepper powder. 
Any Broth, or boiling water + broth mix
Egg

背景音乐：When Forever Comes by Autumn Cheek

长寿面, 长寿面线, 细面条, 汤面条, 寿面noodle recipe, noodle soup recipe,",2022-05-01T02:37:28Z,303838,11451,,758,PT5M24S,true
rxIS1rJ6M08,小高姐的 Magic Ingredients,汤种面包,"汤种面包追求的是极致的面包组织。面包面团对面筋的 要求非常高。面包烤出来是非常细密一致的小气泡。加上汤种可以使面包柔软。面包吃起来是非常香的。

汤种面包食谱：
450克吐司模，烤2个吐司
汤种：
高筋面粉：36克
水：180克

主面团：
汤种：150克
高筋面粉：460克
酵母：1 大勺
糖：80克
盐：1 小勺
蛋清：65克
牛奶：200克
无盐黄油：50克

预热好的烤箱，350°F/ 175°C 带风扇烤30分钟
不带风扇 375°F / 190°C，也烤30分钟


Japanese Milk Loaf
450g loaf pan, making 2 loaves,
Tangzhong
Bread flour: 36g
Water: 180g

Bread dough
Tangzhong: 150g
Bread flour: 460g
Yeast 1 tbsp
Sugar: 80g
Salt: 1 tsp
Egg white: 65g
Milk: 200g
Unsalted butter: 50g

With fan, 350°F/ 175°C, bake for 30 minutes
Without fan, 375°F / 190°C also bake for 30 minutes

BGM: Another Chapter by Autunm

汤种面包, 汤种吐司, Japanese milk loaf, Japanese soft bread,",2022-04-15T20:32:16Z,366376,11664,,724,PT5M45S,true
27gs2JPmNiQ,小高姐的 Magic Ingredients,春卷皮 润饼皮,"春卷皮 / 润饼皮的配方我用的是90%水面比的面团。这个比例其实比较保守。如果面粉本身的筋性特别好的话，你甚至可以用100% 或以上的面团。100%水面比的面团会非常有挑战性，但同时烙出的春卷皮会更软一些。

春卷皮, 润饼皮的配方：
高筋面粉：500克
盐：4克
水：450克

Spring roll wrapper ingredients: 
Bread flour: 500 g 
Salt: 4 g
Water: 450 g

铁锅或者不锈钢的温度控制在120摄氏度左右。
背景音乐：
Little Memories by Megan Wofford
What Child is This by Johannes Bornlof

春卷, 春卷皮, 润饼, 润饼皮, spring roll wrapper, spring roll skins",2022-03-30T01:40:11Z,362541,12136,,643,PT4M14S,true
sSWA3mTgTq0,小高姐的 Magic Ingredients,炸鸡汉堡 Spicy Chicken Sandwich,"炸鸡汉堡配方：
可以做8个炸鸡汉堡

鸡胸肉：4个
腌鸡肉料汁：
白脱牛奶：1 杯
盐：1 小勺
辣椒粉：1 小勺
蒜：2 瓣
面粉：1/4 杯

面粉混合：
小土豆块：适量
面粉：1杯+1/3 杯
泡打粉：1小勺
辣椒粉：1小勺
盐：1/2 小勺
可以加入腌鸡肉料汁制造面粉颗粒，而增加炸鸡的酥脆感

汉堡酱汁：
美乃滋，番茄酱和辣椒酱
酸黄瓜


Fried chicken sandwich
For making 8 of fried chicken sandwiches

Chicken breast: 4
Marinade: 
Butter milk: 1 cup
Salt: 1 tsp
Chili powder: 1 tsp
Garlic: 2 cloves
Flour: 1/4 cup

Flour mixture: 
Small potato pieces (optional)
Flour: 1 cup + 1/3 cup
Baking powder: 1 tsp
Chili powder: 1 tsp
Salt: 1/2 tsp
You can add some chicken marinade to the flour mixture to make small dough pieces for the crispiness. 

Mayonnaise, ketchup, hot sauce and pickles

背景音乐： Another Chapter by Anutumn Cheek

鸡腿汉堡, 炸鸡汉堡, 鸡腿堡, chicken sandwich, spicy chicken sandwich, fried chicken sandwich,",2022-03-10T22:39:04Z,228672,7186,,358,PT3M39S,true
fswcwX93uG8,小高姐的 Magic Ingredients,超脆薯条 Super Crispy Fries,"炸薯条的方法有很多种，今天我们来做特别酥脆的薯条。

超脆薯条的材料：
黑皮土豆或者黄皮土豆：4个，土豆选吃起来比较干面的。
淀粉：4大勺
油：用来炸薯条
盐：适量

酸奶蘸酱：
酸奶，盐，辣椒粉，香菜和一点点孜然粉。

Super crispy fries ingredients:
Russet potatoes or yellow potatoes: 4
Corn starch: 4 tablespoons
Oil: for frying
Salt: as needed

Yogurt dip:
Yogurt, salt, chili powder, cilantro and cumin

背景音乐：When I realized by John baretti

薯条, 脆薯条, 超脆薯条, 炸薯条, French fries, super crispy fries, crispy fries,",2022-03-10T00:36:27Z,195589,6241,,367,PT1M45S,true
AxUfEKI1ww8,小高姐的 Magic Ingredients,汉堡面包 Brioche Burger Buns,"汉堡面包选用的是布里欧修/brioche 面团，它最大的特点就是有很多鸡蛋和大量黄油。这个面团比较有意思，因为它有穷，富和中产阶级之分。区分穷富面团的主要标准就是面团中黄油的含量。富人面团中黄油和面粉的比例可以到达80%以上。中产阶级面团黄油面粉比例大概是50%, 而穷人面团黄油面粉比例只有20%-30%。考虑到汉堡面包中间都会搭配很丰富的配料，所以选用穷人面团做汉堡面包。

汉堡面包 （布里欧修面包）食谱：
可以做12个汉堡面包
鸡蛋：4个
牛奶：120克
酵母：2 小勺
糖：25克
盐：4克
高筋面粉：400克
无盐黄油：120克
蛋液：适量

预热好的烤箱400°F / 205°C, 烤13-15分钟


brioche burger bun recipe: 
For making 12 brioche burger buns
Eggs: 4
Milk: 120 g
Yeast: 2 tsp
Sugar: 25 g
Salt: 4 g
bread flour: 400 g
Unsalted butter: 120 g
Egg wash as needed

Preheated oven 400°F / 205°C, bake for 13-15 minutes

背景音乐：Misericorde by Lo Mimieux

汉堡面包, 奶油汉堡面包, 汉堡包, 汉堡面包做法, brioche burger buns, burger buns, burger bun recipe,",2022-02-28T22:35:11Z,222580,7502,,402,PT4M30S,true
hdRAjpu7RkY,小高姐的 Magic Ingredients,花生汤圆 Sweet Rice Balls,"以前做过一期芝麻汤圆的食谱。大家留言提到一个普遍的问题，就是糯米团容易开裂，没有延展性，或者延展性不够。今天我们就来解决这个问题。 首先看看糯米团的延展性是怎么形成的。糯米粉基本就是淀粉，跟水混合后，它一掰就会裂开，还会掉渣。但是我们知道糯米煮熟是很粘的。所以先把一部分糯米煮熟，然后让它像胶水一样把剩余的糯米粉粘连在一起。它的作用有点像小麦面粉里的面筋。生熟糯米粉混合之后，糯米团的状态就完全改变了。它不再开裂，而是可以被拉长的糯米团。这样你包汤圆的时候就容易了很多。

芝麻汤圆中，开水烫糯米粉的做法也是同样的原理：把一部分糯米粉先烫熟，让熟的糯米粉把剩下的生糯米粉粘在一起。开水烫糯米粉和煮小糯米团的方法也可以结合起来一起用。如果你使用开水烫糯米粉的方法时，觉得它的延展性不够的话，可以继续取一小团糯米煮熟，混合在糯米团里。

花生汤圆食谱
可以做60-70个汤圆

白色糯米团：
糯米粉：300克
水：230克 （糯米粉品牌不同，吸收量会有差别）
成团后，取30克煮3分钟


紫色糯米团：
甜菜：1个
取甜菜汁：136克
糯米粉：是甜菜汁的1.3倍， 177克
取20克糯米团煮3分钟

馅料：
熟花生：200克
碧根果或者其他坚果：50克
蜜枣或者其他果脯：50克
红糖或者黑糖：60克
无盐黄油：100克

Sweet rice ball ingredients: 
For making 60-70 sweet rice balls

White colour dough
Glutinous rice flour: 300 g
Water: 230 g
Take 30 g dough, and simmer for 3 minutes

Purple colour dough:
Beet: 1
yield beet juice: 136 g
Glutinous rice flour: 1.3 times of beet juice, 177g
Take 20 g dough, simmer for 3 minutes

brown sugar Peanut fillings
Unsalted roasted peanut: 200 g
Pecan or any other nuts: 50 g
Candied jujube or any other candied fruits: 50 g
Unsalted butter: 100g 

背景音乐：Sweet Hope by Megan Wofford

汤圆, 汤圆的做法, 花生汤圆, 芝麻汤圆, sweet rice dumplings, sweet rice balls",2022-02-13T19:19:54Z,617912,20507,,896,PT6M31S,true
lRhN263_W_Y,小高姐的 Magic Ingredients,百财饺子 Fortune Dumplings,"过年了，我们来做好看又好吃的百财饺子/白菜饺子。饺子的外形是一颗白菜，白色的菜帮子，绿色的菜叶子。饺子的内陷是鸡肉香菇白菜馅。借着漂亮饺子的名字，祝大家新的一年里，精神财富，物质财富盆满钵满，口袋满满！

百财饺子/白菜饺子食谱：
5-6个人分量
绿面团：
菠菜：130克，得到210克菠菜汁
中筋面粉：菠菜汁的两倍 420克
盐：1/4 小勺

白面团：
中筋面粉：420克
盐：1/4 小勺
水：190克

白菜饺子馅：
大白菜：350克，1/4颗白菜
杀水用盐：1小勺
葱：4根
香菇：100克
炒香菇用盐：1/2 小勺
鸡腿肉：1公斤，5个大鸡腿
生姜泥：1大勺
五香粉：1/8 小勺
花椒粉：1/4 小勺
白胡椒粉：1/2 小勺
生抽：2大勺
老抽：1 大勺
香油：2大勺
蚝油：1大勺
鸡汤：1/2 杯


Fortune dumplings / cabbage chicken dumplings ingredients：
for 5-6 servings
Green dough:
Spinach: 130 g, yield 210 g spinach juice
All purpose flour: double amount of spinach juice, 420 g
Salt: 1/4 tsp

White dough:
All purpose flour: 420 g
Salt: 1/4 tsp
Water: 190 g

cabbage chicken filling:
Chinese cabbage: 350g, one quarter cabbage
Salt for cabbage: 1 tsp
Green onion: 4
shiitake mushroom: 100 g
Salt for mushroom: 1/2 tsp
Chicken leg with skin: 1 kg, 5 big legs
Ginger paste: 1 tbsp
Five-spice powder: 1/8 tsp
Sichuan peppercorn powder: 1/4 tsp
White pepper powder: 1/2 tsp
Regular soy sauce: 2 tbsp
Dark soy sauce: 1 tbsp
Sesame oil: 2 tbsp
Oyster sauce: 1 tbsp
Chicken broth: 1/2 cup

背景音乐：Sweet Hope by Megan Wofford, Taxi by Lalo Brickman
百财饺子, 百财水饺, 白菜饺子, 饺子, 饺子包法, 饺子皮,和面, 饺子皮",2022-01-30T18:23:16Z,563613,19120,,846,PT8M2S,true
ml3R3GqnmUQ,小高姐的 Magic Ingredients,馒头为什么塌陷,"馒头为什么会塌陷？特别是开盖的那一瞬间馒头在眼前全部塌下去，欲哭无泪。赶紧立刻马上把盖子盖回去，也已经于事无补。影响馒头塌陷有很多原因，但是最主要是面粉。我们每个人都生活在一个社会饮食文化里，你所吃的食物都是被你周围人影响着。假如你生活在中国北方某一个城市，出门超市里随便拎一袋中筋面粉，回来做馒头，很容易成功。这个所谓的中筋面粉已经在出厂前调配到最理想状态：面筋含量，面筋强度，漂白程度，面粉添加剂，增白剂等等。因为在这个城市的饮食文化里，中筋面粉买回去，就是为了蒸馒头，蒸包子，擀面条，包饺子。

不是每个人都生活在中国北方城市，特别还有很多小伙伴生活在海外。而这个海外城市的主食是面包，不是馒头。出门超市里又拎了一袋中筋面粉。然而此面粉，非彼面粉。彼面粉是为蒸馒头设计的，无论你怎么操作，都可以随随便便成功。此面粉是给做面包设计的，你如果用此面粉简简单单蒸馒头，随随便便就失败。然后就回到了开头的那一个问题：馒头为什么会塌陷？

明白了问题所在，我们通过5个方面来解决这个问题。
1，减水
2，整形，改变面筋排列
3，开盖发酵
4，最小火蒸
5，延迟开盖。

这5点中，我自己体会，第一点减水，和第四点最小火，可以起到立竿见影的效果。而2，3，5是起补充作用的。

普通馒头配方，适用于大包粉，包子粉，和给做馒头设计的面粉
8个 牛奶小馒头
冷牛奶：215克
酵母：1 小勺
面粉：300克

减水馒头配方：适用于筋度比较强的一类中筋面粉
8个 牛奶小馒头
冷牛奶：190克
酵母：1 小勺
面粉：300克

Steamed buns recipe for Bao flour, or any other flours designed for making steamed bao/buns
for making 8 milk steam buns
Cold milk: 215 g
Yeast: 1 tsp
Flour: 300 g 

Steamed buns recipe for regular all purpose flour
Cold milk: 190 g
Yeast: 1 tsp
Flour: 300 g

背景音乐：Nod by Mimieux
馒头, 馒头做法, 馒头塌陷, 蒸馒头, 蒸馒头做法,",2022-01-07T19:30:14Z,1359575,34294,,2047,PT6M18S,true
4de35XN-XdU,小高姐的 Magic Ingredients,鸡蛋灌饼 2.0 Egg Stuffed Paratha,"鸡蛋灌饼 /  egg stuffed paratha, 这个升级版的鸡蛋灌饼跟我们以前做的中式鸡蛋灌饼相比起来，虽然步骤更多一些，但是实际操作更简单。最主要的区别就是中式鸡蛋灌饼用油酥分层，而且这个鸡蛋灌饼是用土豆泥馅来分层。用土豆泥分层，饼不容易擀破，很容易就会鼓起大泡泡，蛋液轻而易举就灌进去了。另外土豆，奶酪和一些调料使这个饼的味道更加丰富，吃起来更香。

鸡蛋灌饼2.0 配方：
可以做7-8个鸡蛋灌饼

面团：
杜兰面粉：200克（可以用全麦代替，不放也可以）
中筋面粉：200克 
水：260克

土豆馅：
黄皮土豆：2个
帕玛森奶酪：1/2 杯
油：1/4 杯

蛋液：
鸡蛋：1个
辣椒粉，孜然粉，盐
香菜和青椒

Egg Stuffed Paratha:
For making 7-8 egg stuffed parathas

Dough: 
Durum flour: 200 g
All purpose flour: 200 g
Water: 260 g

Potato mixture
yellow potato: 2
Parmigiano Reggiano Cheese: 1/2 cup
Oil: 1/4 cup

Egg mixture
Egg: 1
Chili flakes, cumin powder, salt,
Cilantro, green chili

背景音乐： Sweet Hope by Megan Wofford
鸡蛋灌饼, 鸡蛋灌饼做法, egg stuffed paratha, egg stuffed paratha recipe,",2021-12-23T00:29:11Z,338212,10020,,449,PT4M59S,true
